dash_night_activities_diversity1,dash_interaction_diversity1,dash_knowledge_activities_diversity1,dash_energy_requirement1,dash_water_requirement1,dash_waste_generation1,dash_green_proximity1,dash_km_ways_per_hab1,dash_public_transport_coverage1,dash_educational_equipment_proximity0,dash_cultural_equipment_proximity0,dash_health_equipment_proximity0,dash_mean_facilities_proximity1,dash_mean_activities_density1,dash_day_density1,dash_night_density1,dash_knowledge_density1,dash_interaction_density1,dash_hab_net_density1,dash_km_ways_per_km21,dash_day_activities_diversity1
1.0947677527269741,3.3059738635614515,1.5876272243693155,2614.142302000213,135.05462097036835,0.9489847333775626,63.849943487045394,0.47223340040241446,0.4501969611705121,0.0,0.0,0.0,0.0,0.3567961165048544,0.6262135922330098,0.11165048543689321,0.10194174757281553,0.587378640776699,53.911737489412005,0.20587719298245613,3.238520321844281
