dash_night_activities_diversity0,dash_interaction_diversity0,dash_knowledge_activities_diversity0,dash_energy_requirement0,dash_water_requirement0,dash_waste_generation0,dash_green_proximity0,dash_km_ways_per_hab0,dash_public_transport_coverage0,dash_mean_facilities_proximity0,dash_mean_activities_density0,dash_hab_net_density0,dash_hab_net_density0,dash_day_activities_diversity0
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.0,0.37453183520599254,0.784769038701623,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.0,0.07434944237918216,0.7814126394052044,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.0,0.2976190476190476,0.7817460317460317,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.0,0.36603221083455345,0.7745241581259151,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.0,0.37285607755406414,0.7827491921451654,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.26133243028677483,0.5216095380029807,0.7824143070044709,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.26133243028677483,0.6661732050333087,0.779422649888971,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.26133243028677483,0.4454342984409799,0.7807473397673843,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
0.22583397018028653,0.6222214482689699,0.3527990945497092,0.3569052709942192,0.14907168357040598,0.7827483898267538,0.6971596881329677,0.2619863062591354,0.35765379113018597,0.7641869337148307,0.28832242507750605,0.22883620632180404,0.22883620632180404,0.6124497426952024
0.13056306447975266,0.514563608833824,0.2535815901376382,0.35730413291554636,0.14918276063874233,0.7830046562585573,0.695419688911338,0.26133243028677483,0.36845983787767134,0.7774502579218865,0.38176197836166925,0.13040124495891137,0.13040124495891137,0.5214152866851235
