dash_day_activities_diversity0,dash_night_activities_diversity0,dash_knowledge_activities_diversity0,dash_hab_net_density0,dash_public_spaces_proximity0,dash_educational_equipment_proximity0,dash_cultural_equipment_proximity0,dash_health_equipment_proximity0,dash_public_transport_coverage0
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
0.9475060240963857,0.2015180722891566,0.0807590361445783,0.00301600336414954,0.0,0.0,0.0,0.0,0.01263362487852284
